Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
complacency,20,20,0.27,13.50,2.78,1.00
complacent,20,20,0.43,14.35,2.74,1.00
complain,18,18,12.55,7.28,1.78,1.00
complainant,18,16,0.31,13.75,3.84,0.89
complainer,18,17,0.10,7.59,3.00,0.94
complaint,19,19,10.16,7.84,2.87,1.00
complaisance,19,11,#N/A,14.91,3.27,0.58
complement,18,18,0.76,10.22,3.56,1.00
complementary,18,18,0.25,10.56,2.25,1.00
complete,19,19,51.69,6.58,2.63,1.00
completeness,20,19,0.14,9.63,1.83,0.95
completion,18,18,1.55,8.56,2.75,1.00
complex,19,19,13.12,11.21,3.10,1.00
complexion,19,19,1.92,11.42,2.01,1.00
complexity,19,19,0.80,12.16,2.95,1.00
compliance,21,21,0.98,13.48,4.35,1.00
compliant,18,18,0.16,11.94,3.49,1.00
complicate,19,19,1.47,9.32,2.21,1.00
complicated,18,18,27.16,8.39,3.07,1.00
complication,20,20,1.39,9.50,2.82,1.00
complicit,18,17,0.35,13.41,3.20,0.94
complicity,22,18,0.41,13.67,3.99,0.82
compliment,18,18,10.25,7.11,2.08,1.00
complimentary,18,18,1.88,10.33,3.03,1.00
comply,19,19,2.31,10.53,2.61,1.00
component,18,18,1.59,10.78,3.08,1.00
comport,18,13,0.12,14.38,3.95,0.72
comportment,18,8,0.04,15.88,3.27,0.44
compose,19,19,1.57,9.16,2.48,1.00
composer,19,18,2.49,9.33,2.11,0.95
composite,20,20,1.25,12.15,2.80,1.00
composition,18,18,2.43,9.44,2.18,1.00
compositional,18,16,0.02,14.50,3.06,0.89
compost,18,18,0.55,9.72,4.57,1.00
composure,20,20,0.29,12.30,2.52,1.00
compote,19,11,0.10,14.00,4.98,0.58
compound,19,19,7.08,11.26,3.14,1.00
compounder,18,16,0.02,12.62,2.66,0.89
comprehend,19,19,1.84,11.16,3.20,1.00
comprehensible,18,18,0.20,11.22,2.10,1.00
comprehension,19,19,1.08,10.05,2.66,1.00
comprehensive,19,19,1.14,12.74,4.45,1.00
comprehensiveness,18,18,0.02,12.83,3.42,1.00
compress,18,18,0.61,10.33,2.79,1.00
compressed,19,19,0.90,10.68,2.79,1.00
compression,18,18,1.24,11.83,3.63,1.00
compressor,19,19,0.49,12.32,4.50,1.00
comprise,18,18,0.18,12.06,2.86,1.00
compromise,21,21,7.02,9.10,4.00,1.00
compromiser,18,16,0.02,11.44,3.58,0.89
compulsion,19,19,1.24,14.05,2.22,1.00
compulsive,19,19,1.92,12.79,4.10,1.00
compulsiveness,18,18,0.02,11.44,3.07,1.00
compulsory,19,19,0.73,12.16,3.29,1.00
compunction,18,11,0.25,14.82,3.95,0.61
compunctious,18,7,0.06,14.14,2.79,0.39
computation,18,17,0.08,12.18,3.41,0.94
computational,19,17,0.02,12.29,3.82,0.89
compute,19,19,0.71,10.95,3.29,1.00
computer,20,20,59.04,9.70,6.04,1.00
computerization,19,17,0.02,13.24,3.51,0.89
computerize,18,18,0.02,12.17,3.26,1.00
computerized,19,19,0.69,10.11,3.91,1.00
computing,22,22,0.43,10.36,2.34,1.00
comrade,18,16,8.55,10.38,3.50,0.89
comradeship,19,18,0.16,12.56,4.26,0.95
con,22,22,12.63,9.64,3.17,1.00
concatenate,21,6,0.04,16.67,4.32,0.29
concatenation,18,8,0.02,14.88,4.09,0.44
concave,18,18,0.18,11.50,2.46,1.00
conceal,21,21,2.53,10.81,2.48,1.00
concealable,19,18,0.02,11.11,3.03,0.95
concealment,18,16,0.51,10.62,3.76,0.89
concede,22,21,1.04,12.00,3.42,0.95
conceit,20,20,0.47,12.30,2.79,1.00
conceited,18,18,1.84,12.06,3.59,1.00
conceivable,18,18,1.20,11.50,2.31,1.00
conceive,18,18,2.29,10.39,3.35,1.00
concentrate,19,19,15.65,8.16,2.17,1.00
concentration,20,20,5.53,8.35,3.62,1.00
concentrator,20,20,0.10,12.55,4.52,1.00
concentric,18,13,0.27,12.08,2.63,0.72
concept,18,18,10.84,11.44,2.99,1.00
conception,18,18,2.08,11.28,3.23,1.00
conceptual,18,18,0.24,13.28,2.54,1.00
conceptualize,18,16,0.06,15.31,4.09,0.89
concern,19,19,26.12,7.42,2.76,1.00
concerned,19,19,44.33,8.79,2.94,1.00
concerning,22,22,4.90,8.45,2.33,1.00
concert,20,20,17.55,8.95,2.06,1.00
concerted,19,16,0.06,14.88,2.31,0.84
concertina,20,15,0.14,13.40,3.89,0.75
concerto,20,18,0.94,12.89,3.43,0.90
concession,19,18,1.35,9.33,4.12,0.95
concessionary,18,14,0.02,14.43,3.67,0.78
conch,21,18,0.39,10.50,3.94,0.86
conchie,19,6,0.02,14.00,3.74,0.32
conchs,19,15,#N/A,13.80,4.06,0.79
concierge,19,16,1.43,12.19,3.78,0.84
conciliation,19,16,0.08,14.44,2.73,0.84
conciliatory,19,14,0.06,14.21,2.72,0.74
concise,20,20,0.43,12.60,2.41,1.00
conclave,19,15,0.04,12.93,5.05,0.79
conclude,21,21,2.49,10.48,2.98,1.00
conclusion,18,18,9.12,9.44,2.41,1.00
conclusive,18,18,1.20,11.78,3.72,1.00
concoct,19,17,0.27,10.76,2.99,0.89
concoction,19,16,0.39,10.19,3.37,0.84
concomitant,19,9,0.06,16.22,3.93,0.47
concordance,19,13,0.02,14.54,2.88,0.68
concourse,19,16,0.67,13.94,3.71,0.84
concrete,18,18,7.43,7.44,2.79,1.00
concubinage,19,15,#N/A,15.13,2.97,0.79
concubine,22,20,1.25,12.60,3.25,0.91
concur,18,16,1.20,11.69,2.44,0.89
concurrence,19,15,0.04,10.67,2.77,0.79
concurrent,19,18,0.22,12.72,2.82,0.95
concuss,19,14,0.02,13.00,3.37,0.74
concussion,20,20,4.49,10.80,3.69,1.00
concussive,20,16,0.08,13.94,4.17,0.80
condemn,18,18,2.37,12.50,2.07,1.00
condemnation,21,20,0.47,13.15,2.74,0.95
condensates,19,18,0.02,11.06,2.82,0.95
condensation,19,19,0.33,12.11,3.03,1.00
condense,20,20,0.27,11.30,2.49,1.00
condensed,18,18,0.39,12.06,3.02,1.00
condenser,19,19,0.14,12.32,3.54,1.00
condescend,20,20,0.31,11.80,3.04,1.00
condescending,20,19,1.29,11.95,3.19,0.95
condescension,18,14,0.18,14.07,2.23,0.78
condign,21,1,#N/A,19.00,NA,0.05
condiment,22,22,0.16,9.45,3.46,1.00
condition,19,19,37.96,8.42,2.12,1.00
conditional,19,19,0.31,11.21,1.90,1.00
conditioner,19,19,2.16,7.68,2.40,1.00
conditioning,18,18,3.84,10.61,2.09,1.00
condo,19,19,4.22,11.68,3.83,1.00
condole,19,12,0.02,14.75,3.91,0.63
condolence,18,18,0.33,12.44,3.88,1.00
condom,20,20,5.16,12.00,2.88,1.00
condominium,20,20,0.33,12.05,4.87,1.00
condone,20,20,1.16,12.25,3.35,1.00
condor,18,14,1.18,13.57,4.77,0.78
conducive,19,18,0.45,13.61,2.77,0.95
conduct,19,19,11.10,8.58,3.59,1.00
conduction,19,17,0.12,11.00,3.74,0.89
conductive,18,18,0.25,11.61,2.40,1.00
conductivity,20,20,0.06,14.15,3.47,1.00
conductor,18,18,3.04,7.44,4.51,1.00
conduit,19,18,1.04,13.11,2.37,0.95
cone,18,18,2.92,4.67,2.57,1.00
coned,18,15,0.02,11.20,4.25,0.83
coney,19,10,2.16,12.30,4.37,0.53
confab,18,11,0.16,16.18,4.90,0.61
confabulation,19,7,0.10,14.71,1.80,0.37
confection,18,14,0.18,10.14,4.61,0.78
confectionary,19,19,0.31,13.00,3.35,1.00
confectioner,18,15,0.04,13.13,3.29,0.83
confectionery,20,19,0.04,12.74,2.83,0.95
confederacy,19,19,0.49,11.00,2.89,1.00
confederate,20,20,1.86,10.10,2.34,1.00
confederation,18,17,0.27,10.88,2.15,0.94
confer,19,18,1.29,13.39,4.42,0.95
conference,18,18,25.41,9.39,1.88,1.00
conferencing,18,18,0.16,13.22,3.17,1.00
conferral,19,10,0.02,12.90,2.69,0.53
confess,19,19,15.84,7.11,1.56,1.00
confessant,21,16,0.02,12.50,3.79,0.76
confession,20,20,16.49,8.55,2.80,1.00
confessional,19,19,1.29,11.05,2.97,1.00
confessor,20,19,0.24,11.37,4.67,0.95
confetti,18,18,0.90,7.39,2.99,1.00
confidant,18,18,0.61,9.61,3.91,1.00
confide,18,18,1.90,11.22,2.41,1.00
confidence,18,18,19.47,9.28,3.43,1.00
confident,19,19,10.65,9.58,2.55,1.00
confidential,18,18,6.71,11.78,2.80,1.00
confidentiality,21,21,1.86,12.57,3.85,1.00
configuration,19,19,0.94,11.68,2.26,1.00
configure,18,18,0.18,12.06,3.13,1.00
confine,18,17,0.98,9.71,2.62,0.94
confinement,20,20,0.78,10.70,2.56,1.00
confining,20,20,0.35,11.35,4.38,1.00
confirm,18,18,14.43,9.33,1.91,1.00
confirmation,19,19,5.49,9.05,2.41,1.00
confiscate,18,18,0.98,10.78,2.90,1.00
confiscation,22,20,0.04,12.45,3.35,0.91
confiscatory,19,14,0.02,13.00,2.32,0.74
conflagration,19,15,0.10,15.60,2.50,0.79
conflict,19,19,8.71,9.58,2.85,1.00
conflicting,21,21,0.73,11.52,2.11,1.00
confluence,20,16,0.20,15.88,2.70,0.80
confluent,18,13,0.02,15.92,3.20,0.72
conflux,21,10,0.02,16.00,4.08,0.48
conform,18,18,0.86,10.50,3.35,1.00
conformable,19,18,0.06,12.78,4.60,0.95
conformance,19,16,0.02,14.81,5.39,0.84
conformation,19,19,0.10,11.79,3.34,1.00
conformational,21,17,0.02,12.88,2.55,0.81
conformism,21,18,0.02,12.83,2.60,0.86
conformist,18,17,0.12,13.41,2.87,0.94
conformity,18,18,0.37,14.56,2.85,1.00
confound,18,17,1.16,12.41,4.00,0.94
confounded,20,18,1.06,12.39,3.11,0.90
confrere,19,10,0.02,14.80,2.44,0.53
confront,18,18,4.27,9.89,1.64,1.00
confrontation,19,19,1.92,8.58,2.32,1.00
confrontational,18,18,0.27,11.56,2.71,1.00
confuse,18,18,4.76,6.33,2.14,1.00
confused,22,22,32.41,8.02,2.22,1.00
confuser,22,20,0.02,9.51,2.51,0.91
confusing,19,19,9.84,6.95,2.07,1.00
confusion,18,18,7.12,9.94,1.98,1.00
confute,19,5,#N/A,15.20,3.03,0.26
conga,18,17,0.82,13.65,2.94,0.94
congeal,18,16,0.10,11.50,2.45,0.89
congee,18,5,0.08,13.20,6.14,0.28
congenial,19,17,0.22,12.59,4.39,0.89
congenital,19,17,0.55,14.88,2.89,0.89
congest,18,16,0.02,11.81,3.53,0.89
congested,22,22,0.35,9.45,3.97,1.00
congestion,20,20,0.47,10.20,2.95,1.00
congestive,19,17,0.27,11.24,4.05,0.89
conglomerate,18,18,0.76,13.28,3.53,1.00
conglomeration,18,18,0.10,12.94,3.19,1.00
congrats,19,19,1.78,8.26,1.85,1.00
congratulate,21,21,7.02,9.57,3.30,1.00
congratulation,19,19,0.49,7.89,2.98,1.00
congratulations,20,20,70.90,7.25,2.17,1.00
congratulatory,19,18,0.10,11.67,3.18,0.95
congregate,18,17,0.35,10.29,2.91,0.94
congregation,19,19,2.29,9.42,3.42,1.00
congregational,21,21,#N/A,10.74,4.89,1.00
congress,19,19,8.22,9.05,3.08,1.00
congressional,19,19,2.06,12.53,3.26,1.00
congressman,20,20,6.37,9.35,2.39,1.00
congresswoman,19,19,0.31,11.37,3.80,1.00
congruent,18,18,0.18,13.89,3.18,1.00
congruity,20,17,0.02,11.88,2.12,0.85
conic,20,13,0.06,13.00,1.96,0.65
conical,18,11,0.14,12.27,3.98,0.61
conidial,18,7,0.02,14.43,3.31,0.39
conjectural,18,14,0.02,14.21,2.78,0.78
conjecture,20,18,0.82,13.11,2.45,0.90
conjugal,19,15,0.78,16.87,2.95,0.79
conjugate,19,18,0.20,12.50,2.68,0.95
conjugation,18,18,0.02,12.17,3.47,1.00
conjunction,18,18,1.29,9.67,2.33,1.00
conjunctivitis,19,17,0.12,13.94,3.01,0.89
conjuration,18,14,0.04,14.86,2.77,0.78
conjure,19,19,1.25,11.37,3.62,1.00
conjurer,22,20,0.10,12.15,2.39,0.91
conk,18,15,0.41,9.07,3.71,0.83
conman,18,18,0.08,12.11,4.16,1.00
connect,19,19,9.65,7.58,2.71,1.00
connectedness,18,16,0.04,12.00,4.26,0.89
connectible,19,19,0.02,9.47,2.50,1.00
connection,19,19,27.18,8.00,2.65,1.00
connective,18,18,0.04,11.78,2.58,1.00
connectivity,18,18,0.12,10.44,2.96,1.00
connector,19,19,0.16,8.95,2.84,1.00
conniption,18,12,0.14,10.42,3.37,0.67
connivance,20,9,0.02,14.00,2.35,0.45
connive,18,15,0.04,12.20,4.09,0.83
conniver,18,12,0.08,13.25,4.56,0.67
connoisseur,18,18,0.61,14.28,2.19,1.00
connotation,20,14,0.27,11.57,2.21,0.70
connote,18,16,0.04,13.75,3.53,0.89
connubial,19,3,0.08,16.67,7.64,0.16
conquer,19,18,4.98,10.06,2.78,0.95
conquering,18,18,1.06,10.00,2.45,1.00
conqueror,19,19,1.12,10.32,3.27,1.00
conquest,18,18,1.88,9.33,3.12,1.00
conquistador,19,18,0.14,11.94,2.71,0.95
conscience,18,18,13.90,9.72,2.78,1.00
conscientious,19,19,1.22,11.95,1.96,1.00
conscientiousness,18,16,0.02,10.94,3.19,0.89
conscious,20,20,6.80,10.70,3.13,1.00
consciousness,19,19,8.10,9.74,3.18,1.00
conscript,22,15,0.06,14.67,3.50,0.68
conscription,19,13,0.18,13.08,3.80,0.68
consecrate,20,17,0.16,11.88,3.67,0.85
consecrated,18,16,0.59,11.12,3.12,0.89
consecration,18,14,0.04,12.07,3.54,0.78
consecutive,19,19,1.63,10.00,2.36,1.00
consensual,18,18,0.73,12.61,2.93,1.00
consensus,19,19,1.63,12.32,2.43,1.00
consent,19,19,7.43,9.95,2.80,1.00
consenting,19,17,0.47,12.59,3.48,0.89
consequence,18,18,3.14,6.72,1.87,1.00
consequent,21,20,0.10,10.90,3.52,0.95
consequential,20,20,0.04,11.80,4.27,1.00
conservancy,18,18,0.33,14.33,2.68,1.00
conservation,18,18,0.63,10.78,3.00,1.00
conservationist,18,18,0.06,13.78,3.51,1.00
conservatism,19,17,0.02,12.29,2.59,0.89
conservative,19,19,3.76,13.95,3.34,1.00
conservatoire,19,12,0.14,13.67,2.93,0.63
conservator,19,16,0.16,14.38,3.40,0.84
conservatorship,18,16,0.02,16.50,3.83,0.89
conservatory,18,18,1.35,12.11,2.95,1.00
conserve,18,18,0.86,8.72,3.10,1.00
consider,18,18,52.47,9.33,2.57,1.00
considerable,19,19,4.53,10.42,3.70,1.00
considerate,18,18,3.43,8.22,3.10,1.00
consideration,18,18,6.55,9.50,2.87,1.00
consign,18,18,0.20,13.28,4.34,1.00
consignee,19,17,0.06,16.35,3.32,0.89
consignment,20,19,0.57,14.53,2.25,0.95
consignor,18,13,0.02,15.00,3.76,0.72
consist,18,18,0.43,9.11,2.35,1.00
consistence,20,19,0.02,10.95,2.82,0.95
consistency,18,18,0.76,10.28,2.59,1.00
consistent,18,18,5.75,10.00,2.06,1.00
consistory,19,7,#N/A,14.14,2.54,0.37
consolation,20,20,3.65,12.05,3.14,1.00
consolatory,20,15,#N/A,14.53,2.17,0.75
console,19,19,2.24,10.68,3.09,1.00
consolidate,18,18,0.45,12.56,3.09,1.00
consolidated,18,17,0.71,12.35,3.60,0.94
consolidation,19,19,0.20,14.89,3.54,1.00
consomme,19,15,#N/A,14.33,3.58,0.79
consonant,19,17,0.20,8.82,2.96,0.89
consonantal,19,10,#N/A,15.70,4.60,0.53
consort,18,14,0.63,12.79,2.33,0.78
consortium,18,11,0.69,15.55,1.51,0.61
conspectus,21,1,#N/A,14.00,NA,0.05
conspicuous,20,20,1.47,11.70,2.18,1.00
conspiracy,18,17,10.31,11.24,1.75,0.94
conspirator,19,18,0.22,11.39,2.52,0.95
conspiratorial,21,18,0.12,14.06,3.54,0.86
conspire,19,18,0.61,11.00,3.25,0.95
conspirer,19,17,0.02,13.12,2.47,0.89
constable,18,17,2.82,11.06,3.17,0.94
constancy,19,19,0.20,11.95,3.70,1.00
constant,19,19,9.92,9.84,2.93,1.00
constellation,19,19,0.94,9.58,3.95,1.00
consternation,19,15,0.14,16.87,4.00,0.79
constipation,18,18,0.41,9.89,2.99,1.00
constituency,19,17,0.43,14.59,3.18,0.89
constituent,19,17,0.12,14.94,2.66,0.89
constitute,20,20,0.84,12.70,3.33,1.00
constitution,19,19,5.53,9.05,2.66,1.00
constitutional,20,19,2.20,9.68,2.79,0.95
constitutionality,22,21,0.12,12.00,2.66,0.95
constrain,18,17,0.04,12.41,2.94,0.94
constraint,21,19,0.04,11.05,3.08,0.90
constrict,20,20,0.06,9.75,2.17,1.00
constriction,18,18,0.06,11.00,3.09,1.00
constrictive,19,19,0.10,10.42,3.08,1.00
constrictor,19,18,0.24,11.44,3.54,0.95
construct,18,18,1.45,8.72,4.65,1.00
construction,18,18,13.84,7.67,4.07,1.00
constructionist,19,18,0.02,14.61,4.89,0.95
constructive,19,19,2.18,9.37,2.11,1.00
constructor,19,19,0.04,9.53,2.46,1.00
construe,20,18,0.29,13.61,2.62,0.90
consubstantiation,20,5,0.02,15.00,7.18,0.25
consul,19,19,3.61,13.16,3.62,1.00
consular,19,13,0.41,15.54,3.69,0.68
consulate,19,18,4.88,14.33,2.20,0.95
consult,19,19,5.59,10.95,2.70,1.00
consultant,19,19,3.67,12.26,4.69,1.00
consultation,19,19,1.25,9.79,2.51,1.00
consume,19,19,2.06,11.47,3.31,1.00
consumer,19,19,2.08,11.21,2.86,1.00
consumerism,20,20,0.18,14.05,3.91,1.00
consummate,19,18,0.98,13.78,2.53,0.95
consummation,22,20,0.20,13.65,3.38,0.91
consumption,19,19,1.84,11.95,2.20,1.00
consumptive,19,15,0.02,12.47,3.76,0.79
contact,18,18,64.80,7.78,2.62,1.00
contagion,18,13,0.41,11.62,3.40,0.72
contagious,18,18,3.33,8.17,2.41,1.00
contain,1928,1922,6.08,7.88,2.57,1.00
containable,18,18,0.08,13.33,4.28,1.00
container,22,22,4.29,6.50,2.65,1.00
containment,18,18,2.10,11.28,3.46,1.00
contaminant,18,18,0.06,12.22,2.86,1.00
contaminate,20,20,0.71,10.90,2.63,1.00
contamination,18,18,1.18,11.44,2.36,1.00
contaminative,19,15,0.02,14.80,3.51,0.79
contemplate,19,19,1.24,10.58,2.19,1.00
contemplation,18,17,0.24,11.82,3.26,0.94
contemplative,20,19,0.10,13.00,2.79,0.95
contemporary,18,18,1.94,12.28,3.68,1.00
contemporize,19,17,0.02,13.65,2.69,0.89
contempt,18,18,5.02,12.44,2.73,1.00
contemptible,18,12,0.78,13.33,2.02,0.67
contemptuous,18,17,0.24,13.47,2.87,0.94
contend,19,19,0.94,12.42,3.47,1.00
contender,20,19,0.96,12.00,1.70,0.95
contending,18,15,0.08,12.07,2.66,0.83
content,19,19,7.63,8.37,2.43,1.00
contention,18,18,0.80,12.78,3.12,1.00
contentious,20,16,0.18,12.94,2.91,0.80
contentment,19,18,0.41,10.72,3.12,0.95
contents,18,18,4.29,8.50,2.60,1.00
contest,18,18,18.78,7.44,2.87,1.00
contestable,19,17,0.02,13.06,4.08,0.89
contestant,19,19,2.67,8.21,2.53,1.00
contestation,20,16,0.04,12.19,1.83,0.80
contester,18,17,0.02,11.59,3.48,0.94
context,18,18,3.20,10.00,3.20,1.00
contextual,19,16,0.04,13.19,3.23,0.84
contiguous,19,18,0.06,14.06,4.41,0.95
continent,20,20,3.67,8.35,1.95,1.00
continental,18,18,3.29,11.06,3.08,1.00
contingency,18,17,1.53,14.06,3.31,0.94
contingent,18,15,1.08,13.73,2.05,0.83
continual,18,17,0.31,10.65,4.21,0.94
continuance,19,19,1.12,12.00,3.28,1.00
continuation,19,19,0.47,10.05,3.81,1.00
continue,19,19,49.55,7.53,2.63,1.00
continuity,19,19,0.69,13.68,2.69,1.00
continuous,18,18,1.92,11.39,2.93,1.00
continuum,19,17,1.51,14.35,3.94,0.89
contort,18,16,0.10,10.44,2.71,0.89
contortion,20,19,0.08,11.53,2.70,0.95
contortionist,18,17,0.12,11.76,3.87,0.94
contour,19,18,0.27,11.72,3.10,0.95
contoured,19,18,0.08,14.39,2.12,0.95
contra,19,13,0.06,15.31,4.19,0.68
contraband,18,18,0.94,13.11,4.27,1.00
contraception,20,19,0.45,13.16,2.97,0.95
contraceptive,18,17,0.33,14.06,2.14,0.94
contract,19,19,32.35,9.21,2.46,1.00
contraction,19,19,1.08,12.89,3.98,1.00
contractor,19,19,3.14,10.16,2.14,1.00
contractual,19,17,0.20,13.12,5.22,0.89
contracture,20,18,0.02,13.22,3.70,0.90
contradict,18,18,1.35,10.89,2.22,1.00
contradiction,19,19,1.47,10.63,3.37,1.00
contradictory,19,19,0.63,12.32,3.02,1.00
contrail,19,13,0.04,15.62,4.61,0.68
contraire,21,17,0.55,12.63,2.81,0.81
contraption,19,18,1.47,11.39,4.88,0.95
contrapuntal,19,5,0.14,14.40,2.30,0.26
contrariety,18,9,#N/A,13.22,3.83,0.50
contrariness,19,19,0.04,10.53,3.78,1.00
contrary,18,18,8.90,10.28,3.49,1.00
contrast,20,20,2.10,9.85,1.76,1.00
contravene,18,6,0.02,17.33,3.56,0.33
contravention,18,4,0.06,13.50,7.33,0.22
contretemps,19,7,0.10,14.43,2.07,0.37
contributable,19,17,0.02,12.47,3.12,0.89
contribute,19,19,3.80,9.37,2.52,1.00
contribution,20,20,4.37,11.25,4.02,1.00
contributor,18,18,0.35,10.83,2.09,1.00
contributory,19,17,0.06,13.71,4.22,0.89
contrite,19,19,0.22,13.63,3.56,1.00
contriteness,19,13,0.02,13.62,3.28,0.68
contrition,20,16,0.57,13.50,4.41,0.80
contrivance,20,16,0.10,14.06,2.86,0.80
contrive,18,16,0.10,12.81,3.78,0.89
contriver,19,13,0.02,15.15,2.64,0.68
control,19,19,130.63,7.26,2.38,1.00
controllable,18,18,0.16,7.44,1.82,1.00
controller,19,19,1.29,10.32,4.14,1.00
controversial,19,19,2.14,12.16,2.46,1.00
controversy,18,18,1.63,11.17,3.49,1.00
contumacious,21,2,#N/A,18.50,2.12,0.10
contumely,19,4,0.02,13.25,2.36,0.21
contusion,19,19,0.71,12.84,3.40,1.00
conundrum,20,18,0.49,14.56,3.18,0.90
conurbation,21,1,#N/A,13.00,NA,0.05
convalesce,35,26,0.06,13.69,2.54,0.74
convalescence,18,14,0.08,13.93,4.16,0.78
convalescent,18,16,0.33,15.06,3.84,0.89
convection,18,18,0.08,12.56,4.20,1.00
convective,18,11,0.04,11.82,3.52,0.61
convector,19,16,0.02,14.56,3.67,0.84
convene,19,19,0.76,12.95,2.61,1.00
convenience,18,18,4.80,10.17,4.42,1.00
convenient,20,20,8.55,9.40,2.70,1.00
convent,18,14,3.33,9.57,4.69,0.78
convention,21,21,12.33,12.10,4.00,1.00
conventional,19,19,3.04,9.26,3.36,1.00
conventionality,20,19,0.08,15.11,2.11,0.95
conventual,18,8,#N/A,13.00,3.02,0.44
converge,20,20,0.63,12.00,3.09,1.00
convergence,18,18,0.24,11.61,3.71,1.00
convergent,18,17,0.04,13.41,3.62,0.94
conversable,20,19,0.02,13.42,2.80,0.95
conversant,18,14,0.12,13.43,2.28,0.78
conversation,19,19,49.86,7.79,2.66,1.00
conversational,19,19,0.53,10.89,2.38,1.00
conversationalist,18,18,0.45,11.72,2.67,1.00
converse,20,20,1.29,12.00,2.90,1.00
conversion,18,18,1.29,10.39,2.77,1.00
convert,18,18,3.12,10.61,3.81,1.00
converter,19,18,0.22,12.72,4.88,0.95
convertible,19,19,3.25,8.53,2.86,1.00
convex,18,13,0.18,11.31,2.39,0.72
convey,20,20,2.67,12.65,4.52,1.00
conveyance,21,17,0.22,12.76,3.56,0.81
convict,20,20,6.35,11.00,2.25,1.00
conviction,20,20,5.94,10.85,2.96,1.00
convince,18,18,18.73,8.78,3.59,1.00
convincer,19,18,0.04,11.28,2.24,0.95
convincing,19,19,6.92,7.58,2.48,1.00
convivial,19,11,0.16,14.91,4.59,0.58
conviviality,19,15,0.08,14.80,2.91,0.79
convocation,19,13,0.06,14.00,3.63,0.68
convolution,19,18,0.02,14.00,2.68,0.95
convoy,18,18,3.55,12.28,3.21,1.00
convulse,20,19,0.12,11.00,2.52,0.95
convulsion,18,17,0.20,12.00,2.50,0.94
coo,19,19,0.69,7.16,3.79,1.00
cooer,18,9,0.02,13.33,3.84,0.50
cook,18,18,45.57,4.22,1.31,1.00
cookbook,18,18,0.73,7.22,2.02,1.00
cooker,19,19,0.67,6.95,2.59,1.00
cookery,19,19,0.12,10.37,4.65,1.00
cookhouse,19,17,0.02,10.71,2.80,0.89
cookie,19,19,16.71,3.37,1.86,1.00
cooking,20,20,25.63,5.10,2.17,1.00
cookout,19,19,0.76,7.42,3.31,1.00
cookware,18,18,0.12,9.44,1.82,1.00
cool,19,19,195.88,4.58,2.32,1.00
coolant,18,17,0.69,11.18,3.73,0.94
cooler,18,18,7.06,6.11,1.53,1.00
coolie,18,11,0.47,10.27,4.69,0.61
coolness,21,20,0.35,7.90,3.29,0.95
coon,18,18,1.25,9.11,4.13,1.00
coonhound,20,18,0.06,9.94,3.24,0.90
coonskin,18,16,0.10,9.75,4.01,0.89
coop,21,21,10.35,8.25,2.76,1.00
cooperage,19,7,0.04,14.14,1.77,0.37
cooperate,18,18,10.35,8.28,3.32,1.00
cooperation,18,18,7.98,8.00,3.14,1.00
cooperative,18,18,2.04,8.56,2.12,1.00
cooperator,18,18,0.02,10.78,3.35,1.00
coordinate,18,18,2.55,10.89,3.08,1.00
coordination,19,19,1.18,11.84,3.98,1.00
coordinator,19,19,1.59,11.05,3.26,1.00
coot,19,13,0.71,12.85,3.36,0.68
cootie,19,19,0.18,5.74,2.77,1.00
cop,18,18,86.14,4.94,1.30,1.00
copacetic,18,14,0.41,15.36,1.69,0.78
cope,18,18,3.25,9.44,3.03,1.00
copier,18,18,0.63,8.17,3.40,1.00
copilot,19,18,1.06,8.72,2.49,0.95
copious,20,20,0.18,14.60,3.28,1.00
copout,19,18,0.02,10.28,2.76,0.95
copper,20,20,6.59,7.95,1.79,1.00
copperhead,20,17,0.14,10.65,4.85,0.85
copperplate,18,12,0.02,9.58,3.03,0.67
coppery,21,17,0.04,11.59,4.03,0.81
coppice,20,5,#N/A,16.60,3.21,0.25
copra,19,5,0.08,12.40,3.21,0.26
copter,20,15,0.41,11.07,3.73,0.75
copula,18,7,0.02,15.43,3.69,0.39
copulate,19,13,0.25,13.00,3.00,0.68
copulation,20,20,0.16,13.80,2.21,1.00
copulative,19,8,0.02,15.38,1.92,0.42
copy,18,18,52.27,6.06,2.34,1.00
copybook,18,16,0.08,10.38,3.93,0.89
copycat,19,19,0.86,6.42,2.61,1.00
copyhold,19,11,0.02,13.09,3.30,0.58
copyist,20,17,0.12,13.65,3.30,0.85
copyright,21,21,0.61,12.33,3.09,1.00
copywriter,19,19,0.18,10.89,3.67,1.00
coquette,18,10,0.29,15.80,2.39,0.56
coquettish,19,15,0.02,15.73,4.51,0.79
coral,18,18,2.37,9.06,2.13,1.00
cord,19,19,7.02,6.00,2.13,1.00
cordage,19,13,0.10,14.62,2.96,0.68
cordial,18,18,1.22,11.78,3.06,1.00
cordiality,19,19,0.04,14.11,3.35,1.00
cordillera,20,7,0.12,14.00,3.56,0.35
cordite,20,8,0.06,16.88,4.39,0.40
cordless,19,19,0.39,10.47,5.22,1.00
cordon,18,14,0.96,13.43,2.44,0.78
cordovan,19,3,0.02,14.67,1.53,0.16
corduroy,18,17,0.67,10.47,4.62,0.94
cordwood,21,8,0.06,13.25,4.53,0.38
core,19,19,9.82,7.63,3.67,1.00
coregent,18,8,0.06,14.88,2.30,0.44
