essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score
717,1,"Dear @CAPS1 @CAPS2, I understand that there has been somethings going on with computers. People think they're good. People they're bad. Other people just don't care. People just don't understand the present day. Society is a whole lot different then when parents were kids. People just don't get modern day society. I'm going to tell you the advantages and disadvantages to computers. There are a lot of advantages to computers. You can find information fast. Communication with people around the world is a huge advantage. Computers keep kids and teens entertained. There are games on websites. Computers are the thing we use today. A lot of things are done by computers, computers also prevent you from wasting money on books because you could just google it. There are a lot of disadvantages to computers. They cost a lot of money. Computers can down. There could also be dumb websites that have no purpose like facebook and myspace. Computers are complicated if you don't grow up with them it's hard to learn. The government has all they're information in computers. If they didn't people would be able to steal information a lot. Computers are the greatest thing we've invented so far. It helps with a lot of tasks these days. There are infinite numbers of information in the world and computers help find it. I hope that this letter informed you more about computers. Good and bad things come from this. But, it is mostly good. Kids and teens would be so bored that they would the parents insane.",4,4,,8
718,1,"Dear @ORGANIZATION1, A regular day for a person, with a computer, includes at least three hours using the computer per day. Today, people, especially teens, spend their precious hours wasting time on sites like facebook, myspace @CAPS1 and more! Just think about it, just sitting in a chair with your eyes gluded to the computer when you could be exercising, spending time with family and friends or enjoying nature? After all do we really need a computer? Obesity is one of the highest concerns in the country today. However, we can prevent it! We are certainly not helping this issue when we have childre. Adults sitting in a chair for a large part of their day doing absolutley nothing! We are so fortonate, our town has at least two physical fitness buildings for anyone can attend instead of using the computer. ANd even if you can't attend a gym you could easily walk around your neighborhood. There are running program held at our local beach, @LOCATION1, where you can exercise or even run a small competition! Please exercising is key to everybody's health and there are numerous ways to exercise, but using the computer is not one of them! Teachers, parents, children writers everyone lets stay away from the computers and stay fit! Family and friends are those who make us truly hapy but if we on the computer how are we going to see them? More and more people are making less effort to see people in person. Instead many people video chat through cameras on the computer. We need to change this habit. Everybody needs to socialize face to face. If we socialize through computers our socializing skills could worsen because you are not practicing the socializing skills like eye contatct. Instead of talking to people online we could be enjoying with those same people at an amusment park, a restaurant, at a park or simply in our barkyard/house. The world is so beautiful with so many places to see but society is too busy to see it because we're on computer for a long time. Our computers use up so much energy and is a threat to the world, @CAPS2 @CAPS3! Instaed of entertaining ourselves on computer we could be taking hikes, walks on the beach even our street or playing outside in our yard. On a computer you can see a magestic places like beaches but you can't interact with them. If we get off our computer we could be swimming at a beach or a pool! Nature is so beautiful, why ever it? @PERCENT1 of residents in @LOCATION1 own computers and spend a lot of thier day on it. We could be improving obesity, spending more time with family and friends, and exploring Nature! lets make a shange so we can do all of these things!",5,5,,10
719,1,"Dear local newspaper, I believe that computers have a positive effect on people because it teaches hand-eye coordiantion. You can also learn about different people and places. But it also allows us to communicate with the people online. Computers have a positive effect on people because it teaches hand-eye coordination. Because it's rely important to have hand-eye. And when your out in the world you rely need to be able to look at something and pick it up or say if you get into a altercation with someone. So it's rely important to have hand-eye. Another reason why I feel computers have a posative effect on people is because you could learn about diffrent stuff over the internet. Like learning about far away places and people. So the internet is giving you a great opportunity to learn more about or earth, other than your back yard. So technacally it's preparing you for life. My final reason why I think the computer has a posotive effect on people is because it allows people to talk to other people who are online. Like say you dont have a phone but you have a computer and you need to tell something very important to someone; you could do it online. And people say it's one of the fastest pieces of technology known to mankind to people who need it. Those were my three reasons why I believe the computer has a posotive effect on people. And if you don't believe me go hop on a computer and see for yourself. You won't be dissapointed.",3,4,,7
720,1,"Dear Local Newspaper, I am writing to you about the use of computers and how they are bad for society. With people getting less exercise, not enjoying nature, and having less interactions they are doing the world more bad than good. Almost everyone has a computer and it gets used more and more and it is just taking away a great time to go be active outside. First, exercise is a very important part of the day and it is happening less and less because kids are sitting infront of there computers all day long. There is so much talk these days how we are the fatest country. Well here is one of the main causes we have almost everyone stairing blankly into a computer screen instead of being active. Computers are a big problem and they cause laziness to occure more often than not because now if you miss your favorite @CAPS1.V. show just look online you will find it. Or if you are doing a project just look online and you will find more than enough information and it is just a click away.Second, enjoying nature is a scarse thing now. All you have to do is search online and you could find a picture of your front yard. there are much less people outside. Because who needs to go outside when you could be chatting with a friend or just being on @ORGANIZATION1 looking up new technology. People who are always on the computer don'@CAPS1 care about the enviorment as much because they are wasting electricity and they are more fun to internet on their place that they on. There are a lot less people going places now because who needs to go to @LOCATION1 when you can just look up pictures of @LOCATION1. It's taking away thrills poeple used to have of going places getting out of the house seeing parts of the world far away first hand instead of through computer. Third, there are for less interactions personaly between well everyone. Kids that text, @CAPS2, or facebook chat more then talk in person with friends are loosing talking skills of actually having a conversation. Because online you have time to think then when you talk in person you have nothing to say because you can'@CAPS1 think and your not to your full talking potential. People are seeing eachother less and less now that they can text and talk over the computer they think now have no need to see eachother now and it is ok just to talk through the internet. Friends & family start to know who you are less because you can'@CAPS1 see emotion through a computer. Also, they say that you can learn more about someone in @NUM1 minutes of playing with them then in @NUM1 minutes of talking with them. With that being the case friends make friends now without even knowing that person with full understanding. Lastly, computers are doing more then good to everyone and they are becoming more and more unhealthy. With people getting less exercise, not enjoying nature as much and having less interactions people are just wasting their time infront of a computer screen getting fat rather then going outside with people and just passing a baseball. There are so many better ways people could spend their time than infront of a computer. Why don'@CAPS1 they see that?",5,5,,10
721,1,"Dear local newspaper, it has came to @CAPS2 attention that many people do not agree if computers have a beneficial or bad affect on those who use them. In @CAPS2 oppinion they are not beneficial. First when on the computer people have less time to exercise. Also, computers don't always have approprate sites. Finally, people have less time to interact with family and friends. I believe for these reasons that computers have bad affects on people. Without a doubt people who spend hours on the computer everyday have less time to excersice @NUM1 in every @NUM2 young adults are obiese. This is because most teens sit inside watching @CAPS1 or going on the internet instead of being active. Some students are so addicted to computers they never go outside! I understand that computers can be helpful to do school work but, kids who never get off can have life threatening weight problems in the future. As you know many web sites that are not appropriate for teenagers are accesible to them on the computer. Parents have to constantly worry what their child/children are doing just to make sure it is not bad. If less teens used computers as often as they do they would be lifting a nof their parents shoulders. I remember reading a newspaper article about a girl named @PERSON1 on a website chatting with a ""@NUM3 year old guy who later came and found her and turned out to be @NUM4. If kids were not so addicted to the computer than they wouldnt get into these websites. many teens spend there whole day on the computer leaving no time for their family and friends. For example when a friend calls and asks @CAPS2 brother to go skateboarding he says he is busy when he is just on facebook, @CAPS2 friend once said to me ""sorry I can't go to the pool today I am going to play rollercoaster tycoon."" With this attitude toward outdoor activities I am not surprised that students wasting time on computers do not have time for family or friends. As you can see computers effect many people in a negative way. They prevent people from ecersising, expose kids to in approplate websites, and take away from valuable time with family and friends. I hope everyone agrees thet computer aren't beneficial to people.",5,4,,9
722,1,"Dear @CAPS1 in @CAPS2, Computers are one of the world's best discoveries today. For one, they help in our educational processes. They also help connect people from all over the world in little time and are a neccesity in science research. Overall, computers are the best thing that has ever happened to mankind. First and foremost our children today are already struggling in their educational systems. But with new computers they strive to meet every goal. Teachers cannot tell them everything but computers can, underneath that hard drive is a wealth of knowledge awaiting to be saked up by eager minds. Also, in todays world, waiting is almost non-existant. Learning to type gives these children better opportunities for success in later life. Family, say your child is out @NUM1 school day. Normally, they would miss their homework. But now, they can check it online and get back to their crucial studies when they are feeling better unless you want to risk tommorow's future workforce, computers are in essential tool for us, and our children. One of the best things a lot this world is that we're all different, connecting with each other helps us learn how to tell with each other and move forward as a society. Conneticing through the internet through programs like @ORGANIZATION1 is important for buissnesses as it helps them make decisions faster will ultimatly effect us. But don't be fooled. It can also befor pleasure, say @CAPS3'son & buissness trip in @LOCATION1. No problem. Just go on webcam with him and you don't have to miss him anymore. In the government, problems evolve quickly, and steathily. To solve this, a president can quickly connect to his/her advisors while still being in his/her office. Connecting people through computers is maraculous, and important to life as we know it. In addition, we wouldn't be were we are in science if it wasn't for computers. First of all, we are making great strides with cancer research to day, than estatic common computer. If it wasn't for that, we might not even have kemotherapy. Lets face it, computers are faster then us; way faster. But this is a god thing, because faster proccesing means faster research. While a simple machine @MONTH1 not tell us the cure through its proccesing speed. It certainly brings us a lot closer to unraveling the mysteries certain diseases shold beneath. Two minds are better than one. Even a scientist can not know everything. But while connecting through a computer to scientists all over the world, they can analize research, and make very informed, responsible decisions. Certainly that will extend our life exsentency, and who doesn't want you've larger's some people say that people are too glued to their computer screens. But bear in mind, these are the people helping you stay alive, and helping lower your heathcare bill yoour talking about. So when you get ill and they find a cure, why don't you still compain that they only found it because they were attached to their keyboards and monitors! Trust them, they know what they are doing. So can we come to an agreement life? Computers only do good things, like enhance our youth's advention, connect our and help us find cures for the most malignant diseases and illnesses in the world. So help the world help you, and go promote the use of computers across your community. It will only further advance us as a society in the end.",5,5,,10
723,1,"Dear @CAPS1 @CAPS2, I would like to notify your business that computers benefit society. Computers allow people to talk to friends and family, they are important resources for many jobs as well as school work, and they allow people to learn and store information. Computers are one of the biggest advances we have in technology. First and foremost, computers allow people to talk to friends and family. I like to go on the computer, mostly because I'm able to speak with my friends. Computers are a good way to talk to friends that you @MONTH1 not see often or just to talk at the appropriate time. I have a facebook and I always talk to my friends about events happining in school or school work. For instance, last month I sprained my ankle and I stayed home from school for one day. So I went on facebook at around @TIME1, when everyone was home from school and my friend told me what was for homework that night. So, now because of our computers I could catch up on the work that I missed that day of school. Also, if you have family that lives far away or someone in college you can send them an email to keep in touch. My cousin is in college right now and I always talk to him on the computer to see how he is doing. For example, we always talk about sports we are involved with during that time of year. As you can see, computers are a great way to keep in touch with family and talk to friends. Secondly, computers are a big part of many peoples lives because many jobs involve computers; as well as school. Computers are a very useful piece of technology because people use computers for paying bills, jobs and more. For example, my dad tests computer programs as a job. The programs are constructed, then corrected and revised, then finally sent out all over the world. If people weren't allowed to use computers then many people would lose their jobs and many families would be in huge debt. Also, children do a lot of school work on the computer. For example, I take spanish and I earn culture points for my class by answering a question on the computer. Studies show that over @PERCENT1 of children use computers for some sort of school work. Computers are a big part of the working society today. Finally, computers allow people to learn about different places around the world. The computer holds a lot of valuble information. There is facts and fasinating pictures about different countries. It also shows people around the world the culture, style, language and many more facts about places around the world. For instance, my uncle was on the computer one day and he was looking at places in @LOCATION1 and after a long hard thinking process him and his family moved there and they still live there to this day. Computers inspire people to learn and see different places and @MONTH1 lead them to something important one day. In conclusion, I feel very strongly about how positive computers are to society today. I know that you will feel the same way because computers have so much to offer.",5,5,,10
724,1,"@ORGANIZATION1, @PERCENT1 of people in the world use computers one time in their lives. Wether it's looking up information, sightseeing, or clothing with friends people are on the computer. They use their computers for work and games @CAPS1 children use the computer to learn. Some scientists suggest computers improve your hand-eye coordination, while others think it makes people smarter because they are seeing new things. You, @LOCATION1 @ORGANIZATION1 Newspaper staff, use a computer to type the news. You probally also use it for @CAPS3 of the things stated above. Most of the jobs in the world have one part that has to do with computers. Farmers @MONTH1 need to keep reports on their money income. Mechanics @MONTH1 use the computer to create blueprints, @CAPS2 officers use a computer to keep track of all the license plates. Baby sitters @MONTH1 need to do their homework. As you can see @CAPS3 jobs use the computer. How @CAPS3 people do you know that met someone or has a friend on the computer? I know I do, @CAPS3 people meet freinds on the computer. Ever heard of @ORGANIZATION2? they macth people together. There is @CAPS4, @CAPS5, @CAPS6, and @CAPS3 more sites were you can chat with freinds. All of these reasons come together and say the computer does benefit society. They help people in any number of ways. I agree we should spend more time outside but we should also spend some time inside.",4,4,,8
725,1,"I think that computers have great affects on people. Computers are a good way to @CAPS1 intouch with people, @CAPS2 online, @CAPS3 jobs, and @CAPS3 information on @CAPS4 facts. Computers might not be good exercise @CAPS5 you but at helps you in life and it also keeps you organised @CAPS5 example it keeps files @CAPS5 buisneses and @CAPS5 people that are in the music industry computers makes beats @CAPS5 them and can also record @CAPS5 them. computers helps every one in all ages. It helps the younger kids in school where they have to write a @ORGANIZATION1 or have to do a project, and helps the elderly peope @CAPS5 their jobs. Computers alson helps you know what is going on in life, like on the veiws see who has been hurt or the weather. Truely the computers are realty good @CAPS5 every thing they help you do so and it is really amazing how technologie changes. If it werent @CAPS5 come veters I dont think some of us would be where we are today.",3,3,,6
726,1,"Dear the @ORGANIZATION1, @PERSON1 studied that @PERCENT1 of people believe computers have a positive effec on people. You can stay in touch with realtives. Also you can entertain you over long trips. Computers have positive effects on people. Computers let you stay in otuch with realtives keep up with friens and are a good of entertainment. If you have distant realtives you can keep in touch. Video chatting lets you see someone and talk to them practically face to face from thousands of miles away. If you are sad and need to talk to somebody you are a few clicks away from being cheered up. Also if you are in the army and have a @ORGANIZATION1 baby you can watch as they take their first steps or say their. Video chatting used only way to stay in touch but also you just talk even wihtout a computer. Aim and @CAPS1 let you see whats goign on with your friends that you might see everyday or once a year at @DATE2 camp. @CAPS1 lets you keep in touch with everything thats going on with things like status updates. Aim lets youtalk with just your keyboard whre you type messages to poeple. Mabey you want to go in to town with a friends just send them a message by @CAPS1 or aim. Computers a onley for staying in touch though you can stay while you travel around. COmputers let you do so much to stay entertained over long rides or even rides. If you want to watch a movie just put in a dise or even rent on off itunes or netflicks. If you want to listen to a song download it in seconds and listen to your. Also you can even play video games on your computer. Just buy the game install it and then play. Computers are a great thing during down time and have positive effects on people. Computers let you keep in touch with family stay up to date with friends and are an excelent source of entertainment long trips or downtime. Computers are the lightbulb of the @DATE1.",5,5,,10
727,1,"Dear Newspaper, I think that the effects are okay as long as we get off the computers and go outside and see some friends and get some exercise. Computers let us not just talk to each other but it also lets us challenge each other on games without hurting each other it could even stop all ways all at once because we could challenge other countries in war games without killing real living people. We can check our taxes and stocks. It also makes it easier to find health insurance, car insurance, and house insurance. We can look up historical facts on the computer. We can look up how to stop snake venom from getting to your heart and how to make a how and some arrows to hurt with. You can find plumbers, technicians, oil companies, and lumber companies. you can find dates on the computer, too and find information about certain eople too.",3,3,,6
728,1,"Dear local newspaper did you know that the average person spends @NUM1 hours and @NUM2 minutes a day on the computer? This is why I think that people are spending ton much time on computers. If people spent less time on computers they would exersice more, be outdoors more and spend more time with their family and freind. If people were to spend less time out computers than they would exersize more. With the growingproblem of obesity in @ORGANIZATION2 less time on computers would help this. Tests show that the less time spent on computers the more time spent exersizing. And with @PERCENT1 of @LOCATION1 obese this world help that problem alot. I once had a freind who would allways be outside exersie and playing. Then he got a @CAPS1 acount and he started to be home on the computer all day and would never be exersizing. Less time on computers would also time outdoors. Result from a I took at my school say tahat @PERCENT2 people would go outside if they couldn't use their computer. And it more people are outside will notice how nature is and @PERSON1 says that use of the electricity in a house. So if everyone of it have a effect on if to turn off their computers they would spent more time with friend and family. that there are to freinds and family on programs like @CAPS2, @CAPS1 and it is talking face to. And you could also do like to the and you see people. use @ORGANIZATION1 but you would need and it. I would be alot easyer and less it you would get of the computer and talk to them face to face. This is why I think that people are spending to much time on their computer and it is having a effect on their life. If they were off the computer they would spend more time exersizing, more time helping the environment and more time socializing with their family and friends. So please @LOCATION1 stop using the computer all the time.",4,4,,8
729,1,"Dear local newspaper, I think that computers are a great thing to have. For instance they are entertaining, they have communication, and they help make designs. My first reason is that computer are entertaning. I hate to go look at nature. But I love to play videogames on my computer. I still get my exercise though, because I go out and play basketball then play on my computer. The computers are still a good thing though because after @CAPS1 done with basketball, hanging out with friends, or if its raining I like to play some good old gun blasting computer games. My second reason is that you can comunicate with computers. I love to talk to my friends on facebook. You can just login and talk to anyone in the world. There is also video chat you can actually see someone who is talking to you from anywere. Plus email is great for work. You can send information from one computers to the other. My last reason is for designs every modern car that you drive, is originally from a computer. People get on these computers and make blue print designs to make cars. These are my reasons that computers are good.",3,4,,7
730,1,"Dear Newspaper, The invention of the computer has made a great impact on society today. Although many people would look upon computers on a negative note, the computer allows us to do essential task needed in everyday life. Many people feel that the applications on a computer are @CAPS1 keeps us away from doing other productive activities, but the applications a computer holds is neccessary for must tasks. Apps suchn as  the calculater saves time from doing all the work on a piece of paper. It allows you to do simple or complex math in just less than @NUM1 seconds. Its a great for finding how much a tip is, financial reasons such as now much you have to save, or even dung same basic math or science homework. Another great application is note taking that can easily be typed. This application allows you to take notes by typing, which again eliminates the need to write with a pencil or a paper. Note taking on the computer can be used for easy to read notes to study from to get a good grade on an upcoming test or quiz. The most important and must commonly used application on a computer device is the internet. The internet has over millions of websites for many reasons. If you plan to go to the movies tonight, the internet will surely give you movie times, directions, and how long the movie will be. It is also a great way to plan family trip or to book flights and such. Considering this, the apps are very useful. The computer is also a great device to use for learning. It allows you to look online about new subjects such as far away places or people @CAPS1 would our country be line if we were not educated on the outside world around us? It is also a great learning technique for research. Our teachers today gives us many projects and assignments to learn about new things, and @CAPS1 a great way to research our topic than on the computer. The fashion of the @NUM2 and @DATE1 is just a project I did last month. The computer allowed me to find the garment both women and men wore, @CAPS1 material they were made from, and even now they managed to buy and get the material. The research from my computer gave me a great understanding on my topic and helped me to learned the basics of my topic. You would probably agree that communication can be used in negative ways, but communication is @CAPS1 keep our world spinning. The computer device is one of the many devices used for communication. Email on a computer allows you to send messages to a single or multiple people whatout the need of signal or service. Blogging is also a way of communication on a computer and gives you freedom to express your feeling on education on a certain topic. The instant message is probably the must used by teens. It is quick. It allows you to quickly talk a person without waiting, for reply for more than days. In conclusion, the computer is essential to our everyday life and without the computer, our people would not function!",5,5,,10
731,1,"Dear Readers, I believe that Computers do good in our country and have a positive affect too people. This is because it saves paper sending emails and you save money too, also you can learn new things about different countrys like @LOCATION1, and lastly you can iteract with people you know and talk to them and use technowlogy to your advantage. These are a few reasons why computers have positive affect on society and the wayore live. First off computers help save the environment and they do this by leting us not cut down trees and make paper out of them. Do you know how many trees are cut down a day around @NUM1 trees and they are all not imeditly taken to the mills to be turned into paper. But thet stopin piles at loging sites and are leftrotting there not be my put to good work or what they should be. I feel that trees have feelings like us but can't talk with out a mouth. So when you cut down a tree its like robing. Using computers we save trees and stop all that from happening. She one reason why think computers are a positive impact on love and society. Secondly learning you can learn a lot on a computer all you have to do is look for it. I learn many things each day at school because of the help of computers and I feel that is computers are use it can excellour learning and @MONTH1 been a lot more in a lot shorter time then we would have my to find a book or the subject what youre looking for. Computers have made things a lot impact on children but we all new things I when we use computers. So computers are a good thing and a bad thing. Finaly you can talk and interact with friends. techknowlogy has advanced so much that we don't see the world in prospective like take a cell phone for example what do you see mostly likly a phone. But if you open it up what to do you find? You will find a micro computer thats capable of surfing inter playing music just smaller size then before. computers revolutronized the way we look at the world and techknowlogy we can talk and play games usiing this techknowlogy most of what we see every day used with techknowlogy hike, a game station or even a car rardo. adn all of it is used to help using ract with one on toher. So I veiw techknowlygy a so good thing. In conclusion techknowlogy has a positive and negative impact by more positive than negative influence. Techknowlogy help us in our everyday lives and helps save the environment by letting us talk and save paper just by button. Techknowlogy has revolunoized the wat mankind lives and how they veiw society but it us all a good thing in the end. And so I concluded that techknowlogy/computers have a positive and negative impact on socuoty.",4,4,,8
732,1,"Dear @CAPS1, I do not think people use the computer to much. I think this because some use them for work, some use them for school, and some use it to talk to family or friends that are not so close to them. Firstly, most buinesses need computers to keep the buisnesses up and running. Like were my mom works she needs the computer for pay roll, inventory, e-mailing the works about jobs, and to look up companies to supply concrete, stone, tricks, etc. Buisness people have excuses to have to use computers all the time. Most buisness people also use computers to plan buisness trips. Secondly, kids in school use computers to do homework, class work, research for projects, or to go and study island and education. Some kids can choose to use the computers improperly but at the same time interesting. Like how cells divide into smaller cells how body systems work or how a girl or boy is made from embrio to birth. In addition, most people use computers. Like @CAPS2 people use @CAPS2 to talk to on the other side of the world or you can use aim. I have both cell phone to call and text people that live far away. I use aim to talk to all my friends, I use to face with. So, don't say all people are on the computer to much and for the wrong reasons, because that is not true at all. Finally, altho all people are always on the computer it is must likely to talk to friends you haven't seen in a while or for work issues, and for school related work. In my opinion all people will always use the computer because it is the way of life now a days. So, I don't think there are any affects on anyone because we all use it to our benifits.",4,5,,9
733,1,"Honestly, I totally and absolutely believe that child internet use should be cut down in the @LOCATION2, because of many reasons. And here are just a few of them. First of all, the internet can make people very obese, for example, if your friend was going to a walk to your house, but then decided to @CAPS1 you instead, he is probably not getting a lot of exercise. As a matter of fact, the leading @CAPS2 in @LOCATION1 is no longer cigarettes. It's obesity. Actually @NUM1 @CAPS3 are obese, with that number still rising. Another reason why internet use should be cut down because bullies, hacker, and terrorists. Because. And the some I believe that child in the @LOCATION2",4,4,,8
734,1,"Dear newspaper, This year my school and a cop come into my school and tell me and my peers about the dangers of online. This has made me believe that computors are not beneficial. Computors are not beneficial because they enforce bad habits. Plus, websites and some applications are dangerous. Also, they are very addictive. Computors have a bad effect on people. To begin, computors enforce bad habits. For example, some websites are bad websites that say mean things about other people. Some kids @MONTH1 join in on the cyber bulling because other kids are kids @MONTH1 give in to peer pressure because they want to get accepted by their peers so badly. Furthermore, someone @MONTH1 agree to meet someone they don't know. That can be scary because you do not know if this person is really someone you thought they were. Recently, I read a magazine and it had an article in it about people going to meet other people they online. Most people found at that it was not the person they thought they were. Finally, the computor enforces bad habits because people @MONTH1 send someone some questionable pictures to someone else. As I mentioned before, when the police officer came to our school he talked about this. He said that people were sending pictures of them that were innapropiate to other people. Those other people would send it around and in the end it was a horrible mess. I'm sure if computers didn't have a giant effect on people, this would not be as big of a problem as it is. Computors do not only cause bad habits, but they are also dangerous. I'm sure if you listen to the news you will hear stories about child predators. I think that is one huge problem. If computers did not have such a on people this would not be a problem. In addition, computors are dangerous because kids @MONTH1 choose to make bad decisions because they do not knew. For example, many kids who are on myspace or facebook have not talked to their parent or guardian about internet safety. Or maybe even their parent or guardian isn't monitering them to make sure they are safe online. In conclusion, the computer is dangerous because feelings could be hurt because of myspace, facebook, a blog, a video, or maybe even more. As an illustration, one time one the news I heard a story about a girl who was tensed on the internet. She felt so bad that she committed sucide. I found that horrible. A person should never comitt sucide, especially because some other person could not be nice. To sum up, computors are very dangerous. Computors are also addictive. To start off, it makes you spend less time with your family. (not finished!!!)",5,5,,10
735,1,"As you can see, technology these days is always getting more and more advanced. It seems as if there is a new invention that atracts many people to buy all the time. One electronic that has been useful in so many ways to people are the computers. Many think to much time is spent on this, but then I think about how much it's benefiting. Computers can tell you pretty much anything you need to know, @CAPS1 it's about same country, or how to solve a problem. @CAPS2, computers are so advanced were you can talk to friends who are faraway. Lastly computers is helping us giving very specific directions, rather than figuring out a map. Say you're doing a school project about a country. By typing in exactly what you need to know you can find your information in a heartbeat. @CAPS1 it's population, density, languages, foods or holidays, computers are the easiest and most simple way to get this information. Or maybe you just want to know about this country because it interested you. Maybe even you plan on visiting this country, you're going to want to know about the place you'll be spending your time. If you do plan on traveling to somewhere you've been researching, you can order your plane tickets right there online. You can figure out the routes you plan on taking, and this can help oprganize your trip. Another reason computers are benefiting so many people, is the feature of communicating with others, @CAPS1 it's taking to a faraway friend or family, or you're bestfriend a couple streets over; you probably still want to keep in touch with them. Computers are so advanced now, that they have webcams; were you can visually see the person your contacting right into the computer. This is a more exciting way to talk to someone, especially if it's someone you don't see often that @MONTH1 even live in another country, @CAPS2, most teenagers like to keep in touch pretty much every day. Usually kids like chatting on instant message just for the pleasure of talking to your friends. Finally, computers are benefiting us with knowing directions and routes. Like mentioned before, computers can give straight foward directions. This is esier to handle rather than useing a map while on the road. There are websites were all you have to do is type in your exact loocation and your exact destination and it will tell you specific roads and turns you need to take. In conclusion, those for who are worried about the ones who should be exercising, being outside, enjoying nature, should learn to expand there time doing so, and shortening time online, and learn to be on the computer, only when necessary.",5,4,,9
736,1,"Dear @CAPS1, @CAPS2 I understand your one trying to decide whether or not computers are bad for people. I for one thing that computers are turning our society anti-social, we are becoming obese, and there is alot of cyber bullying that happens via computers. You can learn about all this and more if read on. @CAPS2 a stated earlier computers many problems in @LOCATION1's social lives. You see @CAPS2 much @CAPS2 @PERCENT1 of our population spends at least @NUM1 hours a ween on the computer. When doing this they are typically . watching videos or tweeting a friends. This @MONTH1 all swim like a activity but it is really pulling us away from our social lives. There are many sites that allow you to chat with your friends and leave messages on their ""wall"" but is that really communicating? In a way it is but it is taking away social skills that we will need later on. You can't get a job by instant messaging a person, you have to talk face to face. But how will we be able to do that if we only email and @CAPS3? Plus while so much you will be prone to using in , thus you with, nothing but a bad grade. Now we to problem that we see occuring all over . You the work on the computer. This activity what , they monitor, lets you at , everyday, since he comes home and plays on the computer and more time exercising. Finally we come to my last issue, cyber bullying. Over @PERCENT2 of @CAPS4 teens will be faced with some sort of cyber bullying in their life. When teens sion up for facebook and twitter they are signing up for depression. When a teen starts to get bullied they usually become sad which then leads them grades to go lower due to lack of concentration and that leads them to be more depressed and that could make them either commit suicide or join gangs and/or start making bad . But we can prevent this if we the of time people out @NUM2 spend on computers. And I think benifit that. In conclusion I believe that is we are bad for society. I think them is we the amount of time could be lives. I think that if you look deep down into what it to say how you will understand why we need to do healthier @LOCATION1? ",5,5,,10
737,1,"Dear (Newspaper), This is a very controversial topic. I am discussing. But on this one, I must say I agree with the experts when they say computers have a negative effect on people. It ruins their social lives, and other bad things. If you spend all your time on the computer, you get no exercise, no fresh air, and you will not get to experience the rest of the world. Not recieving your daily exercise is a big problem. Obesity has already been an issue for millions people in the @LOCATION1 And it is mostly because they eat unhealthy snacks while sitting at the computer the whole day! you want to live a long and healthy life, don't spend all your time having your eyes give to a screen. In adition everyone needs fresh air, right? Going on the computer inside a room is not going to help at all. You need your daily intake of oxygen. Lastly, if you are on long enough, enough, it will become an obsession. Computers already have a bad effect on people all around, and just think about what has just been mentioned. Another problem computers have is that they keep you away from your family and friends. As mentioned before, the social life you had will be gone. With that in mind, people will always see you on the computer, and eventually get sick of you. Computers bring no adventures, just pictures of them. Going out into the real world might be hard, but it is something that should be done. a real life cannot be lived in a dark room with no people or no nature. Haven't you always wanted to travel around the world, see different types of cultures, lifesyles, etc? It gets to the point where computer use should be limite, and living your life should be in place of your free time. Using a computer all day will not let you meet new people, and see new places. You will sbe getting nowhere with a computer screen in your face, so put it away! In conclusion, using computers all the time restrict you from exercising, getting fresh air. Meeting new people, and seeing different places all over. At the end up the day, life is short, so you can't aford to waste it. computers have a negative effect on everbody, and hopefully someday these problems will be changed!",4,4,,8
738,1,"Dear local newspaper, I feel very strong about my opinion of what effects computers have on people as in it helps others communicate with one another, give people info about different types of things, and make people smarter. To me that sounds like something with a positive effect, would you say? First of all, as some people say it doesnt let you interact with family members. Yes it truely does you can interact with both friends, and family members by going to chat rooms such as aim, meebo.web cam meeting such as skype.com. So that throw that concern out or the window you work have to worry about that. Secondly, you get to learn info about differnt types of things such as learning about wild animals any animal like a giraffe, cat, rat or learn about different places like @LOCATION2, @LOCATION3, and @LOCATION1 etc... Also you could find all of this info at home in one day. Most important I would make people smarter the computer teaches you hand eye corrdinations for free. The computer can teach you about any career, or regular job that you would need to learn about in just minutes, if needed? To conclude computers have positive effect on people, it lets people communicate with friends and family, you get to learn about different types of things, and it makes people smarter. Even I was done reading this it I thanked the lord for computer, it helps us so much.",3,3,,6
739,1,"Dear @CAPS1, I'm writing to you today about computers I believe that computers can teach you things such as, hand-eye coordination and how that, can open job doors for you. Also you can socialize as well as study with this device. My first reason being socialization. i think that this is a good way to socialize due to the many options. one example would be facebook. This is a social website that is used to connect or reconnect with friends. in a recent poll @NUM1 out of @NUM2 people say that computers had made them more social. Lastly, computers are a good way to socialize because of the range it can travel. You can talk to people without the long distance fees of . This can range from the @CAPS2.S to hungary in seconds. My second reason would be that computers are useful in studies. I would say this because even though books are good they use hard to find. With the computer you can access multiple sites. This being you can from wikipedia all the way to the infamous google in just . Another reason I believe computers are good for studies in that you have endless. you will get a the . The lost . My third and final reason is computer give you exceptional hand-eye coordination can because I know accountant. i asked him, ""@CAPS3 did you take that accounting job?"", and he answered, ""They only took me because I have good hand-eye coordination."" @CAPS4 thats one job exemple, another would be real state. Due to computers multiple options you can look up because in the your client. With good hand-eye, however, you can be more efficiecnt with your work. This could help you lead competition, thus, making you more money. This then ends my essay. Stating with socialization, skipping down to studies and ending right on jobs and and bye's front steps. These are only @NUM3 of the many bountiful things that a computer can do. @CAPS1 I hope you read this with my regards.",5,4,,9
